21.759,5.237,26.669,0,0
19.924,7.137,23.157,0,0
19.667,5.045,25.348,0,0
22.895,6.834,26.735,0,0
19.912,7.744,22.573,1,0
16.685,11.043,11.783,21.6,0
21.84,12.56,18.078,0.4,0
22.919,10.411,23.363,0,0
28.609,10.64,28.467,0,0
28.513,12.93,26.928,0,0
31.283,12.843,28.94,0,0
30.885,18.154,24.016,0,0
28.738,16.254,23.779,10,0
26.942,15.707,21.681,14.5,0
13.24,7.037,13.085,12.4,0
16.412,7.37,18.254,6.4,0
14.508,8.55,12.768,0,0
21.055,6.184,27.045,0.3,0
17.151,10.189,14.597,0.1,0
17.205,9.731,15.558,0,0
23.015,8.369,27.087,0,0
19.554,13.206,13.617,16.7,0
22.952,11.445,23.005,1.6,0
24.468,14.227,20.89,4.6,0
23.385,12.11,22.706,0,0
24.018,10.334,26.365,0,0
24.078,8.607,28.376,0,0
27.657,10.339,29.824,0,0
30.295,13.335,29.614,0,0
32.773,18.636,27.252,0,0
33.09,19.475,26.523,0.6,0
28.417,14.827,26.547,0,0
25.775,11.771,27.241,0,0
26.88,12.346,27.841,0,0
28.144,12.464,28.963,0.2,0
32.148,16.275,29.256,1.7,0
31.949,18.427,26.734,0,0
33.15,21.529,24.008,0,0
33.586,23.048,22.152,0,0
34.25,21.984,25.078,0,0
30.285,20.742,20.288,10,0
33.005,17.671,28.936,25.8,0
30.048,18.284,24.346,0.4,0
27.329,19.66,16.696,9.3,0
24.443,16.972,16.317,0,0
25.827,14.101,24.333,0,0
30.348,12.811,30.638,0,0
24.947,13.889,23.118,6.2,0
29.431,21.593,17.045,0,0
26.053,16.166,21.031,8.5,0
23.128,12.272,22.785,0,0
20.372,9.548,22.748,0,0
22.135,9.871,25.145,0.3,0
24.278,8.639,29.155,0,0
27.326,14.984,25.241,32.4,0
25.596,18.491,15.601,0,0
26.417,16.266,21.474,0,0
25.623,15.794,21.622,0,0
29.03,13.647,29.476,0,0
29.055,17.438,24.752,0.1,0
29.508,16.688,26.613,0,0
30.994,19.018,25.3,0.2,0
32.072,18.308,27.738,0.2,0
28.71,18.613,21.991,0,0
27.084,14.944,25.457,0,0
30.486,15.818,28.559,0,0
30.745,19.06,24.629,50.4,0
27.934,19.794,17.998,0.1,0
30.529,21.907,18.94,11.5,0
26.328,18.019,18.276,0,0
22.92,13.7,20.043,0,0
28.565,12.512,29.381,0.1,0
27.702,18.757,19.386,0,0
26.752,14.663,24.942,0.2,0
31.597,17.615,27.342,4.6,0
31.635,20.255,23.707,0.1,0
32.617,22.463,21.512,1,0
29.583,21.418,17.627,28.8,0
28.005,20.492,16.31,31,0
29.244,18.108,23.048,0,0
23.871,16.02,16.848,0.2,0
27.163,14.939,24.593,0.1,0
28.38,19.986,17.811,22.4,0
28.361,18.763,20.026,0.1,0
26.614,15.552,22.52,0,0
25.411,13.955,23.054,0,0
26.549,12.43,26.433,0.1,0
27.149,12.805,26.551,0,0
28.646,15.62,24.814,0,0
29.504,16.391,24.85,2,0
26.371,12.88,25.266,14.5,0
23.043,10.51,23.949,0,0
24.586,11.628,24.308,0,0
24.154,16.197,16.107,0,0
25.556,13.717,22.656,0,0
26.598,11.47,26.187,0,0
26.062,11.655,25.454,0,0
27.498,16.486,21.088,9.2,0
23.824,13.938,19.106,0,0
24.564,10.32,24.723,0,0
22.882,11.028,21.993,0,0
25.466,13.329,22.308,6.9,0
24.159,14.346,18.627,0.2,0
27.616,18.054,18.129,0.6,0
25.029,18.109,13.483,0,0
25.994,14.99,20.234,0,0
27.22,13.807,23.25,0,0
25.43,16.058,17.397,0.1,0
26.24,16.922,17.21,10.5,0
23.795,13.591,18.526,0.3,0
24.409,10.469,23.207,0,0
24.392,12.285,21.001,0,0
22.509,13.529,16.246,0,0
22.755,11.713,19.412,0,0
22.904,16.276,12.285,1.8,0
23.862,15.252,15.328,0.2,0
23.965,12.837,19.009,0.2,0
26.35,11.862,22.599,0.1,0
22.768,12.623,17.29,1.1,0
21.557,8.931,19.877,0.2,0
24.326,7.383,23.282,0.1,0
28.211,12.283,22.563,0.2,0
25.774,14.092,18.288,0,0
20.076,9.564,16.604,0,0
18.1,6.733,17.625,0,0
21.691,6.933,21.055,0,0
26.223,10.157,21.798,0,0
25.605,9.854,21.457,0,0
24.206,9.838,20.25,0,0
25.018,6.608,22.362,0,0
27.078,9.572,21.86,0,0
28.041,10.298,21.731,0,0
30.11,11.871,21.723,0,0
31.577,15.707,20.457,0,0
31.185,16.786,19.207,0.5,0
30.261,16.57,18.198,0.8,0
25.907,8.725,20.498,0.2,0
26.748,9.144,19.891,2.5,0
33.321,18.521,18.906,10.7,0
32.264,20.068,16.379,1.1,0
33.086,19.493,17.587,0,0
33.905,18.218,18.8,0,0
32.282,17.092,18.379,0,0
32.452,16.788,18.472,2.3,0
25.556,15.44,12.027,0.3,0
19.602,8.362,15.053,0,0
24.188,5.316,19.231,0,0
21.926,8.032,16.423,0,0
20.943,4.233,18.085,0,0
23.228,7.45,17.553,0,0
29.56,13.216,17.723,0,0
27.477,18.085,11.78,2.6,0
21.82,11.153,12.987,5.7,0
23.171,10.184,15.046,0.4,0
20.5,14.569,7.664,8.2,0
21.725,12.419,11.222,2.5,0
26.468,9.334,16.891,0.2,0
23.658,8.353,15.929,0,0
13.668,9.562,5.851,29.9,0
14.175,8.508,7.027,1.4,0
15.403,11.352,5.68,0.4,0
19.736,10.277,10.663,0.6,0
20.043,14.293,6.867,23.8,0
18.001,4.445,13.791,0.2,0
18.782,1.463,15.509,0,0
22.563,7.872,14.193,0,0
23.119,7.9,14.341,0,0
23.069,6.146,14.674,0,0
24.768,9.281,14.032,0,0
26.056,15.3,10.836,2.3,0
18.744,7.792,10.756,5.8,0
15.814,5.001,10.59,0.3,0
9.943,3.968,6.285,0,0
14.649,2.172,10.704,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
14.548,2.371,10.508,0,0
